Location,Date,Description,Cost,Category
Walmart,10/6/2020,chili sauce,$1.96 ,condiments
Walmart,10/6/2020,buns,$2.78 ,bread
Walmart,10/6/2020,bagels,$3.24 ,breakfast
Walmart,10/6/2020,salsa,$0.98 ,condiments
Walmart,10/6/2020,tax,$1.38 ,misc
JoAnn,10/8/2020,thread,$4.99 ,supplies
JoAnn,10/8/2020,coupon,($2.00),supplies
JoAnn,10/8/2020,fleece,$5.98 ,supplies
JoAnn,10/8/2020,employee discount,($1.79),supplies
JoAnn,10/8/2020,tax,$0.31 ,misc
JoAnn,10/8/2020,tax,$0.07 ,misc
JoAnn,10/8/2020,tax,$0.05 ,misc
JoAnn,10/15/2020,skull bowl,$5.99 ,entertainment
JoAnn,10/15/2020,cauldron,$14.99 ,entertainment
JoAnn,10/15/2020,employee discount,($6.29),entertainment
JoAnn,10/15/2020,tax,$0.63 ,misc
JoAnn,10/15/2020,tax,$0.15 ,misc
JoAnn,10/15/2020,tax,$0.10 ,misc
JoAnn,10/19/2020,leaves,$4.99 ,entertainment
JoAnn,10/19/2020,employee discount,($1.50),entertainment
JoAnn,10/19/2020,tax,$0.15 ,misc
JoAnn,10/19/2020,tax,$0.03 ,misc
JoAnn,10/19/2020,tax,$0.02 ,misc
JoAnn,10/22/2020,leaves,$6.99 ,entertainment
JoAnn,10/22/2020,employee discount,($2.10),entertainment
JoAnn,10/22/2020,tax,$0.21 ,misc
JoAnn,10/22/2020,tax,$0.05 ,misc
JoAnn,10/22/2020,tax,$0.03 ,misc
Family Dollar,10/23/2020,glasses and party favors,$19.16 ,entertainment
Walmart,10/24/2020,pepperoni,$7.47 ,meat
Walmart,10/24/2020,lasagne,$0.84 ,pasta
Walmart,10/24/2020,lasagne,$0.84 ,pasta
Walmart,10/24/2020,trimmer,$12.46 ,hygiene
Walmart,10/24/2020,eggs,$0.86 ,produce
Walmart,10/24/2020,mushrooms,$1.98 ,produce
Walmart,10/24/2020,mozzarella,$4.48 ,dairy
Walmart,10/24/2020,cheddar,$2.76 ,dairy
Walmart,10/24/2020,ricotta,$1.74 ,dairy
Walmart,10/24/2020,brut,$7.48 ,alcohol
Walmart,10/24/2020,cranberry juice,$1.48 ,alcohol
Walmart,10/24/2020,crackers,$5.12 ,snacks
Walmart,10/24/2020,tortilla chips,$2.98 ,snacks
Walmart,10/24/2020,popcorn,$3.98 ,snacks
Walmart,10/24/2020,granola bars,$6.97 ,snacks
Walmart,10/24/2020,pretzels,$2.68 ,snacks
Walmart,10/24/2020,reese's,$5.27 ,snacks
Walmart,10/24/2020,candy corn,$1.98 ,snacks
Walmart,10/24/2020,graham crackers,$0.88 ,snacks
Walmart,10/24/2020,hot chocolate,$5.43 ,snacks
Walmart,10/24/2020,flour,$2.24 ,grains
Walmart,10/24/2020,flour,$2.24 ,grains
Walmart,10/24/2020,cheerios,$3.64 ,breakfast
Walmart,10/24/2020,raisin bran,$4.67 ,breakfast
Walmart,10/24/2020,salsa,$0.98 ,condiments
Walmart,10/24/2020,alfredo,$2.68 ,condiments
Walmart,10/24/2020,alfredo,$2.68 ,condiments
Walmart,10/24/2020,marinara,$4.28 ,condiments
Walmart,10/24/2020,strawberry jam,$3.28 ,condiments
Walmart,10/24/2020,peanut butter,$2.74 ,condiments
Walmart,10/24/2020,buns,$2.78 ,bread
Walmart,10/24/2020,tortillas,$4.88 ,bread
Walmart,10/24/2020,tortillas,$2.28 ,bread
Walmart,10/24/2020,tortillas,$2.28 ,bread
Walmart,10/24/2020,olives,$1.08 ,canned
Walmart,10/24/2020,olives,$1.08 ,canned
Walmart,10/24/2020,spinach,$1.96 ,produce
Walmart,10/24/2020,tax,$4.50 ,misc
Walmart,10/24/2020,pumpkin,$3.28 ,entertainment
Walmart,10/24/2020,pumpkin,$3.28 ,entertainment
Walmart,10/24/2020,cereal,$3.64 ,breakfast
Walmart,10/24/2020,bread crumbs,$1.50 ,bread
Walmart,10/24/2020,goldfish,$7.48 ,snacks
Walmart,10/24/2020,12/36oz gva,$5.88 ,grocery
Walmart,10/24/2020,wm pumpkin,$5.94 ,grocery
Walmart,10/24/2020,garlic and herb seasoning,$2.26 ,condiments
Walmart,10/24/2020,headband,$0.88 ,clothes
Walmart,10/24/2020,tablecloth,$3.96 ,entertainment
Walmart,10/24/2020,tablecloth,$3.96 ,entertainment
Walmart,10/24/2020,marshmallows,$1.48 ,snacks
Walmart,10/24/2020,parmesan,$4.68 ,dairy
Walmart,10/24/2020,hot dogs,$3.98 ,meat
Walmart,10/24/2020,gv chk shpc,$1.48 ,grocery
Walmart,10/24/2020,seasoning mrs dash origional,$2.26 ,condiments
Walmart,10/24/2020,tuna canned,$6.58 ,canned
Walmart,10/24/2020,tuna canned,$6.58 ,canned
Walmart,10/24/2020,tax,$2.04 ,misc
Als Marketplace,10/31/2020,bagged ice for sterl,$5.07 ,entertainment
Sheetz,10/31/2020,gas,$28.25 ,transportation
Verizon,11/1/2020,phone bill,$30.00 ,utilities
Noodles and Co.,11/3/2020,mac and cheese,$9.32 ,restaurant
Noodles and Co.,11/3/2020,alfredo,$9.50 ,restaurant
Noodles and Co.,11/3/2020,tax,$0.50 ,misc
JoAnn,11/5/2020,fabric,$3.05 ,supplies
JoAnn,11/5/2020,tax,$0.11 ,misc
JoAnn,11/5/2020,tax,$0.55 ,misc
MeUndies,11/7/2020,Harry Potter undies,$31.80 ,clothes
Food Lion,11/8/2020,creamer,$3.29 ,dairy
Food Lion,11/8/2020,moscato,$10.99 ,alcohol
Food Lion,11/8/2020,tax,$0.74 ,misc
JoAnn,11/9/2020,fabric,$4.58 ,supplies
JoAnn,11/9/2020,tax,$0.28 ,misc
DSW,11/11/2020,boots,$2.99 ,clothes
JoAnn,11/12/2020,fabric mando and baby yoda,$11.77 ,supplies
JoAnn,11/12/2020,tax,$0.71 ,misc
Noodles and Co.,11/12/2020,alfredo,$11.43 ,restaurant
Chickfila,11/12/2020,dinner,$11.29 ,restaurant
Walmart,11/13/2020,cinnamon rolls,$1.22 ,breakfast
Walmart,11/13/2020,elbows,$0.56 ,pasta
Walmart,11/13/2020,elbows,$0.56 ,pasta
Walmart,11/13/2020,elbows,$0.56 ,pasta
Walmart,11/13/2020,elbows,$0.56 ,pasta
Walmart,11/13/2020,rotini,$0.78 ,pasta
Walmart,11/13/2020,penne,$0.78 ,pasta
Walmart,11/13/2020,pita,$1.53 ,bread
Walmart,11/13/2020,pita,$1.53 ,bread
Walmart,11/13/2020,tortilla chips,$2.98 ,snacks
Walmart,11/13/2020,fettuccine,$0.78 ,pasta
Walmart,11/13/2020,eggs,$1.72 ,produce
Walmart,11/13/2020,black beans,$2.22 ,canned
Walmart,11/13/2020,soymilk,$2.08 ,dairy
Walmart,11/13/2020,cream cheese,$1.53 ,dairy
Walmart,11/13/2020,cheerios,$3.64 ,breakfast
Walmart,11/13/2020,alfredo,$2.68 ,condiments
Walmart,11/13/2020,marinara,$1.88 ,condiments
Walmart,11/13/2020,marinara,$4.28 ,condiments
Walmart,11/13/2020,melt and dip,$4.14 ,dairy
Walmart,11/13/2020,melt and dip,$4.14 ,dairy
Walmart,11/13/2020,bread,$2.78 ,bread
Walmart,11/13/2020,tax,$1.07 ,misc
Walmart,11/13/2020,french bread,$0.72 ,bread
Walmart,11/13/2020,spumante,$7.48 ,alcohol
Walmart,11/13/2020,oil,$14.67 ,transportation
Walmart,11/13/2020,boule,$0.70 ,bread
Walmart,11/13/2020,boule,$0.70 ,bread
Walmart,11/13/2020,creamer,$3.48 ,dairy
Walmart,11/13/2020,coffee,$6.98 ,breakfast
Walmart,11/13/2020,garlic salt,$0.98 ,condiments
Walmart,11/13/2020,onion powder,$0.98 ,condiments
Walmart,11/13/2020,chili powder,$0.98 ,condiments
Walmart,11/13/2020,eggs,$2.82 ,produce
Walmart,11/13/2020,tax,$1.33 ,misc
Walmart,11/13/2020,tax,$0.46 ,misc
AutoZone,11/13/2020,oil filter,$5.29 ,transportation
Walmart,11/15/2020,cookies,$2.87 ,snacks
Walmart,11/15/2020,pie,$3.98 ,snacks
Walmart,11/15/2020,ice cream,$3.98 ,snacks
Walmart,11/15/2020,tax,$0.27 ,misc
Kroger,11/17/2020,gas,$33.93 ,transportation
Panera,11/18/2020,lunch,$4.13 ,restaurant
Aldi,11/18/2020,english cheddar,$4.29 ,dairy
Aldi,11/18/2020,alcohol cheddar,$3.99 ,dairy
Aldi,11/18/2020,brie,$3.49 ,dairy
Aldi,11/18/2020,raclette,$5.49 ,dairy
Aldi,11/18/2020,arugula,$1.89 ,produce
Aldi,11/18/2020,crackers,$2.89 ,snacks
Aldi,11/18/2020,orange juice,$2.09 ,breakfast
Aldi,11/18/2020,figs,$1.89 ,produce
Aldi,11/18/2020,goat cheese,$1.99 ,dairy
Aldi,11/18/2020,tax,$0.70 ,misc
Food Lion,11/19/2020,ice cream cake,$17.99 ,dairy
Food Lion,11/19/2020,tax,$0.45 ,misc
Walmart,11/24/2020,sweatshirt,$7.96 ,clothes
Walmart,11/24/2020,sweatshirt,$7.96 ,clothes
Walmart,11/24/2020,yams,$1.62 ,canned
Walmart,11/24/2020,yams,$1.62 ,canned
Walmart,11/24/2020,biscuits,$0.98 ,breakfast
Walmart,11/24/2020,cheddar,$8.78 ,dairy
Walmart,11/24/2020,whipping cream,$1.60 ,dairy
Walmart,11/24/2020,cream cheese,$0.67 ,dairy
Walmart,11/24/2020,vanilla extract,$3.66 ,condiments
Walmart,11/24/2020,cool whip,$0.82 ,dairy
Walmart,11/24/2020,marshmallows,$0.92 ,snacks
Walmart,11/24/2020,salsa,$1.53 ,condiments
Walmart,11/24/2020,southwest chipotle,$2.26 ,condiments
Walmart,11/24/2020,pie crust,$2.00 ,snacks
Walmart,11/24/2020,pumpkin pie,$3.98 ,snacks
Walmart,11/24/2020,caramel apple pie,$3.98 ,snacks
Walmart,11/24/2020,body wash,$10.88 ,hygiene
Walmart,11/24/2020,deodorant,$2.98 ,hygiene
Walmart,11/24/2020,card,$2.97 ,entertainment
Walmart,11/24/2020,tax,$1.97 ,misc
Walmart,11/24/2020,tax,$0.86 ,misc
Allen's Chinese,11/29/2020,lunch,$22.31 ,restaurant
Verizon,12/1/2020,phone bill,$30.00 ,utilities
Sheetz,12/3/2020,gas,$30.03 ,transportation
Walmart,12/5/2020,ice cream,$3.98 ,dairy
Walmart,12/5/2020,pasta sauce,$4.28 ,condiments
Walmart,12/5/2020,basil,$1.98 ,produce
Walmart,12/5/2020,oregano,$0.98 ,condiments
Walmart,12/5/2020,crushed red pepper,$0.98 ,condiments
Walmart,12/5/2020,mozzarella,$12.77 ,dairy
Walmart,12/5/2020,tomatoes,$1.06 ,produce
Walmart,12/5/2020,tax,$0.65 ,misc
Amazon,12/9/2020,mug,$15.89 ,entertainment
Amazon,12/9/2020,burrito game,$26.35 ,entertainment
Casely,12/9/2020,phone case,$25.00 ,entertainment
Casely,12/9/2020,screen protector,$10.00 ,entertainment
Casely,12/9/2020,discount,($15.00),entertainment
Walmart,12/10/2020,sweatshirt return,($8.44),clothes
Walmart,12/10/2020,photo album,$1.34 ,entertainment
Walmart,12/10/2020,frame,$8.97 ,entertainment
Walmart,12/10/2020,tax,$0.62 ,misc
CVS,12/13/2020,Hershey's kisses,$4.79 ,snacks
CVS,12/13/2020,toothbrushes,$7.99 ,hygiene
CVS,12/13/2020,ribbon,$4.99 ,entertainment
CVS,12/13/2020,wrapping paper,$7.99 ,entertainment
CVS,12/13/2020,photos,$0.70 ,entertainment
CVS,12/13/2020,tape,$4.99 ,entertainment
CVS,12/13/2020,tax,$1.60 ,misc
CVS,12/13/2020,tax,$0.12 ,misc
Sassy Bee,12/18/2020,presents,$19.38 ,entertainment
Sassy Bee,12/18/2020,tax,$1.16 ,misc
Walmart,12/19/2020,oatmeal rasin cookie mix with chocolate chips,$1.98 ,snacks
Walmart,12/19/2020,honey wheat bread,$0.98 ,grains
Walmart,12/19/2020,rasins 2 boxes 12 oz,$4.96 ,produce
Walmart,12/19/2020,peanut butter cookie mix,$1.98 ,snacks
Walmart,12/19/2020,sugar cookie mix,$1.98 ,snacks
Walmart,12/19/2020,tortilla chips on the border cafe style,$2.98 ,snacks
Walmart,12/19/2020,chunky salsa,$0.98 ,condiments
Walmart,12/19/2020,oats great value,$1.56 ,breakfast
Walmart,12/19/2020,sugar domino cane,$1.44 ,condiments
Walmart,12/19/2020,light brown sugar,$1.54 ,condiments
Walmart,12/19/2020,cheerios cinnamon oats,$3.64 ,breakfast
Walmart,12/19/2020,bagels cinnamon rasin,$3.24 ,breakfast
Walmart,12/19/2020,mozzarella cheese 5 lb,$12.77 ,dairy
Walmart,12/19/2020,melt and dip great value,$4.14 ,dairy
Walmart,12/19/2020,marinara sauce 4 great value,$3.52 ,condiments
Walmart,12/19/2020,canned corn 4 great value,$2.00 ,canned
Walmart,12/19/2020,petite diced tomatoes 2 great value,$0.92 ,canned
Walmart,12/19/2020,diced tomatoes 2 great value,$0.92 ,canned
Walmart,12/19/2020,rotel with lime cilantro,$0.98 ,canned
Walmart,12/19/2020,rotel with tomatoes habaneros,$0.98 ,canned
Walmart,12/19/2020,rotel with green chilies,$0.98 ,canned
Walmart,12/19/2020,bread crumbs italian style 15 oz,$0.92 ,bread
Walmart,12/19/2020,tax,$1.36 ,misc
Kroger,12/21/2020,gas,$32.56 ,transportation
Rituals,12/21/2020,tip,$15.00 ,improvement
Chick-fil-a,12/22/2020,dinner,$13.04 ,restaurant
Chick-fil-a,12/22/2020,tax,$0.78 ,misc
Aldi,12/22/2020,almond milk,$1.79 ,dairy
Aldi,12/22/2020,cream cheese,$1.49 ,dairy
Aldi,12/22/2020,goat cheese,$3.89 ,dairy
Aldi,12/22/2020,brie,$3.49 ,dairy
Aldi,12/22/2020,brut sparkling,$4.99 ,alcohol
Aldi,12/22/2020,extradry sparkling,$4.99 ,alcohol
Aldi,12/22/2020,apples cosmic crisp,$8.34 ,produce
Aldi,12/22/2020,tax,$0.60 ,misc
Aldi,12/22/2020,tax,$0.48 ,misc
Walmart,12/22/2020,tissue paper,$2.96 ,entertainment
Walmart,12/22/2020,tortilla chips,$2.98 ,entertainment
Walmart,12/22/2020,eggs,$1.72 ,produce
Walmart,12/22/2020,cheddar,$2.76 ,dairy
Walmart,12/22/2020,biscuits,$0.98 ,breakfast
Walmart,12/22/2020,biscuits,$0.98 ,breakfast
Walmart,12/22/2020,tax,$0.18 ,misc
Walmart,12/22/2020,tax,$0.24 ,misc
Walmart,12/22/2020,gift card,$25.00 ,entertainment
Food Lion,12/24/2020,whole milk food lion brand,$2.75 ,dairy
Food Lion,12/24/2020,tax,$0.07 ,misc
REI,12/27/2020,socks,$22.26 ,entertainment
Sonic,12/29/2020,lunch,$19.88 ,restaurant
Sonic,12/29/2020,tax,$1.19 ,misc
The Sassy Bee,12/31/2020,drink bomb 2 pack,$11.96 ,entertainment
The Sassy Bee,12/31/2020,tax,$0.72 ,entertainment
Sheetz,12/31/2020,gas,$23.94 ,transportation
Walmart,12/31/2020,100CT CB S,$0.96 ,grocery
Walmart,12/31/2020,saltine crackers,$3.76 ,snacks
Walmart,12/31/2020,feta cheese,$2.08 ,dairy
Walmart,12/31/2020,canned pineapple,$0.98 ,canned
Walmart,12/31/2020,mixed greens,$1.96 ,produce
Walmart,12/31/2020,edys ice cream,$3.98 ,dairy
Walmart,12/31/2020,spaghetti sauce,$0.88 ,condiments
Walmart,12/31/2020,spaghetti sauce,$0.88 ,condiments
Walmart,12/31/2020,pink sparkling wine,$9.98 ,alcohol
Walmart,12/31/2020,tax,$0.88 ,misc
Walmart,12/31/2020,tax,$0.27 ,misc
Food Lion,12/31/2020,coffee creamer hersheys chocolate caramel 32 oz,$2.00 ,dairy
Food Lion,12/31/2020,coffee creamer coffeemate french vanilla 32 oz,$3.29 ,dairy
Food Lion,12/31/2020,tax,$0.13 ,misc
Verizon,1/1/2021,phone bill,$30.00 ,utilities
Walmart,1/2/2021,office chair and monitor,$173.03 ,supplies
El Jinete,1/10/2021,lunch with Brooke,$31.58 ,restaurant
El Jinete,1/10/2021,tip,$8.42 ,restaurant
Allens,1/12/2021,shared dinner with family,$52.59 ,restaurant
CUNY SPS,1/12/2021,spring tuition and fees,"$4,407.50 ",education
Walmart,1/18/2021,black beans 16oz,$2.22 ,canned
Walmart,1/18/2021,tortilla chips 16oz,$2.98 ,snacks
Walmart,1/18/2021,penne pasta 16oz,$0.78 ,pasta
Walmart,1/18/2021,bean soup mix 20oz,$2.24 ,canned
Walmart,1/18/2021,peanut butter 40oz,$2.74 ,condiments
Walmart,1/18/2021,brown rice 16oz,$0.70 ,grains
Walmart,1/18/2021,red beans 16oz,$0.97 ,canned
Walmart,1/18/2021,detergent 92 fl oz,$6.94 ,hygiene
Walmart,1/18/2021,swiss miss hit cocoa mix 45.68oz,$5.43 ,snacks
Walmart,1/18/2021,arugula and spinach 5oz,$1.96 ,produce
Walmart,1/18/2021,ruffles 8.5oz,$2.98 ,snacks
Walmart,1/18/2021,salsa 24oz,$0.98 ,condiments
Walmart,1/18/2021,cream cheese 8oz,$1.53 ,dairy
Walmart,1/18/2021,cheddar cheese Cabot seriouslt sharp 8oz,$2.76 ,dairy
Walmart,1/18/2021,Jam 32oz,$3.28 ,condiments
Walmart,1/18/2021,Pancake mix 32oz,$1.68 ,breakfast
Walmart,1/18/2021,fettuccine pasta 16oz,$0.78 ,pasta
Walmart,1/18/2021,bagels cinnamon raisin 6count,$3.24 ,breakfast
Walmart,1/18/2021,bread honey wheat 20oz,$2.78 ,bread
Walmart,1/18/2021,act 2 popcorn extreme butter 2.75oz 12 count,$3.98 ,snacks
Walmart,1/18/2021,eggs 18 count,$0.86 ,produce
Walmart,1/18/2021,almond milk 1.89 l,$2.56 ,dairy
Walmart,1/18/2021,white rice 10 lbs,$4.32 ,grains
Walmart,1/18/2021,alfredo sauce 15oz,$2.00 ,condiments
Walmart,1/18/2021,raisin bran 39oz,$4.67 ,breakfast
Walmart,1/18/2021,rotel 10oz can 4 count,$3.92 ,canned
Walmart,1/18/2021,tax,$1.95 ,misc
Sheetz,1/18/2021,gas,$34.06 ,transportation
VCU Health,1/20/2021,orthopedics consultation,$40.00 ,health
VCU Health,1/27/2021,orthopedics consultation,$40.00 ,health
Verizon,2/1/2021,phone bill,$30.00 ,utilities
Walmart,2/3/2021,tortillas 20 count,$4.56 ,bread
Walmart,2/3/2021,almond milk,$2.56 ,dairy
Walmart,2/3/2021,melt n dip,$4.14 ,dairy
Walmart,2/3/2021,cabot seriously sharp cheddar,$2.76 ,dairy
Walmart,2/3/2021,tortilla chips,$2.98 ,snacks
Walmart,2/3/2021,great value yellow mustard,$1.84 ,condiments
Walmart,2/3/2021,syrup,$1.33 ,condiments
Walmart,2/3/2021,tortillas 10 count,$4.56 ,bread
Walmart,2/3/2021,bagels everything 6 count,$3.24 ,breakfast
Walmart,2/3/2021,bagels cinnamon raisin 6count,$3.24 ,breakfast
Walmart,2/3/2021,honey wheat bread,$2.78 ,bread
Walmart,2/3/2021,cream cheese 8oz,$1.53 ,dairy
Walmart,2/3/2021,honey nut cheerios,$3.64 ,breakfast
Walmart,2/3/2021,sweet and tangy french dressing,$2.76 ,condiments
Walmart,2/3/2021,medium roast coffee,$6.18 ,breakfast
Walmart,2/3/2021,ice cream cookies and cream,$1.97 ,dairy
Walmart,2/3/2021,lotion Mel's,$11.67 ,hygiene
Walmart,2/3/2021,tax,$1.95 ,misc
Sheetz,2/3/2021,gas,$28.76 ,transportation
Aldi,2/10/2021,crackers,$2.85 ,snacks
Aldi,2/10/2021,honey,$3.15 ,condiments
Aldi,2/10/2021,whole almonds,$4.59 ,produce
Aldi,2/10/2021,apricot marmalade,$1.69 ,condiments
Aldi,2/10/2021,Dried cranberries,$2.55 ,produce
Aldi,2/10/2021,Medium salsa,$0.95 ,condiments
Aldi,2/10/2021,arugula and spinach,$1.89 ,produce
Aldi,2/10/2021,white cheddar,$2.65 ,dairy
Aldi,2/10/2021,brie,$2.99 ,dairy
Aldi,2/10/2021,honey goat cheese log,$1.99 ,dairy
Aldi,2/10/2021,honey goat cheese log,$1.99 ,dairy
Aldi,2/10/2021,camembert,$3.49 ,dairy
Aldi,2/10/2021,brut sparkling wine,$4.99 ,alcohol
Aldi,2/10/2021,milk gallon whole,$2.62 ,dairy
Aldi,2/10/2021,tax,$0.30 ,misc
Aldi,2/10/2021,tax,$0.84 ,misc
CVS,2/10/2021,ear wax remover,$29.49 ,hygiene
CVS,2/10/2021,ear wax drops,$7.29 ,hygiene
CVS,2/10/2021,tax,$1.77 ,misc
Sheetz,2/20/2021,gas,$32.07 ,transportation
Walmart,2/24/2021,brown sugar,$1.54 ,condiments
Walmart,2/24/2021,arugula and spinach,$1.96 ,produce
Walmart,2/24/2021,burger buns,$2.78 ,bread
Walmart,2/24/2021,bagels blueberry,$3.24 ,breakfast
Walmart,2/24/2021,bagels everything,$3.24 ,breakfast
Walmart,2/24/2021,tortilla chips,$2.98 ,snacks
Walmart,2/24/2021,coffee creamer,$3.48 ,dairy
Walmart,2/24/2021,eggs,$1.71 ,produce
Walmart,2/24/2021,parmesan,$2.36 ,dairy
Walmart,2/24/2021,cream cheese chive and onion,$1.53 ,dairy
Walmart,2/24/2021,cream cheese,$1.53 ,dairy
Walmart,2/24/2021,muffin mix crumb cake,$2.14 ,breakfast
Walmart,2/24/2021,rotel canned 3,$2.94 ,canned
Walmart,2/24/2021,black beans,$2.22 ,canned
Walmart,2/24/2021,quick oats,$2.46 ,breakfast
Walmart,2/24/2021,pancake mix,$1.68 ,breakfast
Walmart,2/24/2021,raisin bran,$4.67 ,breakfast
Walmart,2/24/2021,cheerios,$3.64 ,breakfast
Walmart,2/24/2021,pasta sauce,$3.76 ,condiments
Walmart,2/24/2021,alfredo sauce,$5.36 ,condiments
Walmart,2/24/2021,rotini,$0.78 ,pasta
Walmart,2/24/2021,spaghetti,$0.78 ,pasta
Walmart,2/24/2021,tax,$1.42 ,misc
Verizon,3/1/2021,phone bill,$30.00 ,utilities
National Student Clearinghouse,3/2/2021,VCU transcript - PDF,$8.50 ,education
Aldi,3/3/2021,crackers,$1.79 ,snacks
Aldi,3/3/2021,crackers,$1.79 ,snacks
Aldi,3/3/2021,sparkling wine,$4.99 ,alcohol
Aldi,3/3/2021,bellini,$5.99 ,alcohol
Aldi,3/3/2021,tax,$0.66 ,misc
Aldi,3/3/2021,tax,$0.09 ,misc
Sheetz,3/11/2021,gas,$30.42 ,transportation
Walmart,3/16/2021,ice cream,$1.97 ,dairy
Walmart,3/16/2021,pasta,$0.78 ,pasta
Walmart,3/16/2021,pasta,$0.78 ,pasta
Walmart,3/16/2021,ruffles,$2.98 ,snacks
Walmart,3/16/2021,tortilla chips,$2.98 ,snacks
Walmart,3/16/2021,salsa,$0.98 ,condiments
Walmart,3/16/2021,bagels,$3.24 ,breakfast
Walmart,3/16/2021,bagels,$3.24 ,breakfast
Walmart,3/16/2021,eggs,$1.71 ,produce
Walmart,3/16/2021,mozzarella cheese,$12.77 ,dairy
Walmart,3/16/2021,cream cheese,$1.53 ,dairy
Walmart,3/16/2021,cream cheese,$1.53 ,dairy
Walmart,3/16/2021,cheddar cheese cabot,$2.76 ,dairy
Walmart,3/16/2021,melt and dip,$4.14 ,dairy
Walmart,3/16/2021,chili sauce mae ploy,$1.96 ,condiments
Walmart,3/16/2021,pasta sauce,$4.28 ,condiments
Walmart,3/16/2021,dried beans 15 hambean soup,$2.24 ,canned
Walmart,3/16/2021,cheerios,$3.64 ,breakfast
Walmart,3/16/2021,raisin bran,$4.67 ,breakfast
Walmart,3/16/2021,bread,$0.98 ,bread
Walmart,3/16/2021,tax,$1.47 ,misc
Walmart,3/16/2021,prescription fill for family,$10.00 ,grocery
National Student Clearinghouse,3/17/2021,VCU transcript - UIS,$8.50 ,education
ASU,3/17/2021,ASU app fee,$70.00 ,education
UT Austin,3/17/2021,UT Austin app fee,$65.00 ,education
MeUndies,3/25/2021,plants in pots; 40% off,$31.80 ,clothes
Three Crosses Distillery,3/28/2021,drinks with Brooke,$22.90 ,alcohol
Vanilla and Bourbon,3/28/2021,cake honey bourbon,$5.00 ,restaurant
Sheetz,3/28/2021,gas,$30.75 ,transportation
Walmart,3/31/2021,dish soap,$1.87 ,grocery
Walmart,3/31/2021,corn,$1.44 ,canned
Walmart,3/31/2021,popcorn,$3.98 ,snacks
Walmart,3/31/2021,coffee,$6.18 ,breakfast
Walmart,3/31/2021,tortillas,$2.28 ,bread
Walmart,3/31/2021,tortillas,$4.88 ,bread
Walmart,3/31/2021,bagels,$3.24 ,breakfast
Walmart,3/31/2021,milk,$2.56 ,dairy
Walmart,3/31/2021,ricotta,$3.44 ,dairy
Walmart,3/31/2021,melt and dip,$4.14 ,dairy
Walmart,3/31/2021,bean soup,$2.24 ,canned
Walmart,3/31/2021,mustard,$0.46 ,condiments
Walmart,3/31/2021,rotel,$3.92 ,canned
Walmart,3/31/2021,oats,$3.12 ,breakfast
Walmart,3/31/2021,salsa,$0.98 ,condiments
Walmart,3/31/2021,cheddar cheese cabot,$2.76 ,dairy
Walmart,3/31/2021,cream cheese,$1.53 ,dairy
Walmart,3/31/2021,bagels,$3.24 ,breakfast
Walmart,3/31/2021,tortilla chips,$2.98 ,snacks
Walmart,3/31/2021,tax,$1.43 ,misc
Verizon,4/1/2021,phone bill,$30.00 ,utilities
Rituals,4/3/2021,tip,$10.00 ,improvement
Kroger,4/3/2021,raclette,$8.82 ,dairy
Kroger,4/3/2021,gruyere,$7.89 ,dairy
Kroger,4/3/2021,mustard,$3.99 ,condiments
Kroger,4/3/2021,asiago,$7.69 ,dairy
Kroger,4/3/2021,brie,$7.19 ,dairy
Kroger,4/3/2021,honey mustard,$3.99 ,condiments
Kroger,4/3/2021,tax,$0.99 ,misc
Aldi,4/3/2021,cheese spread,$2.99 ,dairy
Aldi,4/3/2021,cheese spread,$2.99 ,dairy
Aldi,4/3/2021,bubbly,$4.99 ,alcohol
Aldi,4/3/2021,wine,$2.95 ,alcohol
Aldi,4/3/2021,crackers,$2.85 ,snacks
Aldi,4/3/2021,tax,$0.48 ,misc
Aldi,4/3/2021,tax,$0.22 ,misc
Noodles,4/3/2021,lunch,$22.39 ,restaurant
Sheetz,4/3/2021,gas,$12.50 ,transportation
New York State,4/8/2021,NY taxes,$53.00 ,misc
Walmart,4/16/2021,pita,$1.53 ,bread
Walmart,4/16/2021,bagels,$1.50 ,breakfast
Walmart,4/16/2021,granola bars,$5.46 ,snacks
Walmart,4/16/2021,shampoo,$3.64 ,hygiene
Walmart,4/16/2021,raisins,$5.88 ,produce
Walmart,4/16/2021,salsa,$0.98 ,snacks
Walmart,4/16/2021,tortilla chips,$2.98 ,snacks
Walmart,4/16/2021,bread,$2.78 ,bread
Walmart,4/16/2021,bagels,$3.24 ,breakfast
Walmart,4/16/2021,coffee creamer,$3.48 ,dairy
Walmart,4/16/2021,milk,$2.56 ,dairy
Walmart,4/16/2021,parmesan,$2.36 ,dairy
Walmart,4/16/2021,marinara,$4.28 ,condiments
Walmart,4/16/2021,alfredo,$2.00 ,condiments
Walmart,4/16/2021,marinara,$3.76 ,condiments
Walmart,4/16/2021,rotini,$0.78 ,pasta
Walmart,4/16/2021,tax,$1.31 ,misc
ABC,4/17/2021,alcohol,$26.48 ,alcohol
Sheetz,4/23/2021,gas,$37.99 ,transportation
MeUndies,4/25/2021,bee undies,$31.80 ,clothes
Walmart,4/30/2021,mascara,$6.97 ,hygiene
Walmart,4/30/2021,brown sugar,$1.54 ,condiments
Walmart,4/30/2021,raisins,$2.94 ,produce
Walmart,4/30/2021,tortilla chips,$2.98 ,snacks
Walmart,4/30/2021,bagels,$3.24 ,breakfast
Walmart,4/30/2021,milk,$2.56 ,dairy
